Peak	PeakRanges	Gene	rObs	pvalZ
6709	20073	chr11:66616581-66616715	RBM14	0.996106338310807	9.03532804130691e-12
6710	20074	chr11:66638616-66638935	RBM4	0.967456185249182	3.82373968044192e-08
6711	20077	chr11:66744735-66748394	C11orf80	0.998482512408014	1.11022302462516e-16
6712	20078	chr11:66843436-66843723	RCE1	0.999948983496128	1.31804123171264e-10
6713	20082	chr11:67006777-67023134	SYT12	1	0
6714	20086	chr11:67266472-67266481	GRK2	0.966837088962185	5.32133820969616e-05
6715	20085	chr11:67261544-67261545	ANKRD13D	0.0997238005209201	0.241045747845473
6716	20087	chr11:67288546-67300776	ANKRD13D	0.959375454578774	3.64463938983262e-05
6717	20088	chr11:67303477-67303530	SSH3	0.999739685014462	7.63633600797675e-11
6718	20094	chr11:67391985-67391986	RAD9A	0.998538010914117	0
6719	20096	chr11:67403914-67404187	TBC1D10C	0.95781974412685	0
6720	20097	chr11:67415677-67416086	CARNS1	0.999948983496128	8.27593211738531e-08
6721	20098	chr11:67428493-67428494	RPS6KB2	0.998860645806415	0
6722	20102	chr11:67452414-67455347	CABP4	0.999948983496128	6.81524003898204e-09
6723	20105	chr11:67483025-67483026	AIP	0.977712104707298	3.43193029550548e-10
6724	20109	chr11:67583594-67583742	GSTP1	0.979814970006534	3.01883570920092e-05
6725	20111	chr11:67605652-67606944	NDUFV1	0.986618872030115	2.09212647206414e-11
6726	20119	chr11:68008577-68015294	ALDH3B1	0.999895882138299	5.44009282066327e-15
6727	20121	chr11:68030680-68030688	NDUFS8	0.996474547018642	0.00816981614504475
6728	20123	chr11:68052092-68052823	NDUFS8	0.226317575850458	0.0142150874578002
6729	20122	chr11:68039024-68042980	TCIRG1	0.990282944047251	0
6730	20130	chr11:68460730-68519506	PPP6R3	0.917637747294586	3.23528981382992e-11
6731	20137	chr11:68903841-68903897	IGHMBP2	0.999862571290494	0
6732	20144	chr11:69048931-69048975	TPCN2	0.999862571290494	0
6733	20170	chr11:70203162-70203163	FADD	0.999862571290494	4.47340275933072e-10
6734	20172	chr11:70270699-70270717	PPFIA1	0.964199988076611	0.00320547667476223
6735	20186	chr11:71448673-71448674	NADSYN1	0.0642851021555576	0.393905677185048
6736	20187	chr11:71453202-71479294	NADSYN1	0.996850457186353	0
6737	20196	chr11:71787509-71787518	FAM86C1	0.999948983496128	2.76238004692786e-08
6738	20201	chr11:71928436-71928654	RNF121	0.0110481292156068	0.614725043158763
6739	20202	chr11:71929031-71929082	RNF121	0.998428660743972	3.26311200282703e-11
6740	20203	chr11:71998612-71999927	IL18BP	0.999862571290494	5.90638649100583e-14
6741	20206	chr11:72080330-72089026	LRTOMT	1	1.64301905414277e-12
6742	20210	chr11:72135724-72135943	FOLR3	0.999948983496128	0
6743	20213	chr11:72216600-72216794	FOLR2	1	7.66904906246424e-09
6744	20214	chr11:72224766-72227881	INPPL1	0.998670654114877	5.03213026803451e-11
6745	20231	chr11:72814053-72814054	ATG16L2	0.239236857610161	0.0754897094621526
6746	20232	chr11:72814405-72814411	ATG16L2	0.989344544379505	0.00150793500252999
6747	20236	chr11:73218297-73218457	P2RY2	1	7.66904906246424e-09
6748	20241	chr11:73376398-73376668	RELT	0.998435275083311	1.83033699308055e-10
6749	20243	chr11:73405296-73405297	RELT	0.202359502359502	0.108640650428701
6750	20245	chr11:73646177-73648690	PLEKHB1	0.999739685014462	1.86532678192464e-10
6751	20249	chr11:73787873-73842113	MRPL48	0.996765824719958	0
6752	20251	chr11:73876698-73888794	PAAF1	0.999862571290494	1.06728610616003e-07
6753	20257	chr11:74170983-74171019	PPME1	0.0144653878990332	0.58365023895824
6754	20258	chr11:74171288-74171322	PPME1	0.999033545397997	3.07446290648272e-11
6755	20268	chr11:74592581-74592605	POLD3	0.998320737690054	9.99200722162641e-16
6756	20270	chr11:74748848-74748849	RNF169	0.974936380946958	1.35091688946432e-08
6757	20273	chr11:74949246-74949266	SPCS2	0.985321432645469	1.42169763139854e-06
6758	20274	chr11:74988278-74988944	NEU3	0.998174346476993	4.86254425613453e-09
6759	20283	chr11:75399517-75399543	RPS3	0.80232993663543	0.102844884105143
6760	20287	chr11:75562055-75567782	SERPINH1	1	7.66904906246424e-09
6761	20307	chr11:76445021-76446939	EMSY	0.98585905830508	8.07388600421177e-11
6762	20318	chr11:76860917-76860942	ACER3	0.991406866359283	9.20005815974179e-09
6763	20321	chr11:77066970-77066993	CAPN5	1	0
6764	20327	chr11:77589952-77589953	AQP11	0.999895882138299	8.88178419700125e-16
6765	20332	chr11:77821108-77841138	AAMDC	0.997484272744117	0
6766	20343	chr11:78139773-78139943	KCTD21-AS1	1	4.64000504685202e-10
6767	20345	chr11:78188811-78198970	USP35	0.999948983496128	2.93098878501041e-14
6768	20367	chr11:82901697-82914689	DDIAS	0.999948983496128	0
6769	20372	chr11:83156987-83156988	PCF11	0.974216748983426	0
6770	20375	chr11:83193568-83193642	PCF11	0.155177321929722	0.18737677603636
6771	20376	chr11:83193711-83194509	ANKRD42	0.999739685014462	6.77236045021345e-15
6772	20384	chr11:85628572-85628602	TMEM126B	0.995881336584978	2.3829366924133e-08
6773	20385	chr11:85647966-85648021	TMEM126A	0.999368841811555	1.84441178996408e-08
6774	20393	chr11:86244752-86276132	EED	0.996454568768084	0
6775	20400	chr11:86800520-86800542	PRSS23	0.999789628692318	9.68579605409303e-09
6776	20405	chr11:87037843-87037950	TMEM135	0.991686591225873	4.12336831345783e-13
6777	20429	chr11:90134662-90134738	NAALAD2	1	7.22066272496047e-06
6778	20444	chr11:93661681-93695530	CEP295	0.995629842455013	3.57389359106897e-07
6779	20447	chr11:93741590-93741669	C11orf54	0.997247211601669	1.11022302462516e-16
6780	20448	chr11:93784281-93784498	MED17	0.994246491488475	0
6781	20451	chr11:94128840-94128929	PANX1	1	0
6782	20456	chr11:94493833-94493908	ANKRD49	0.0573036368941339	0.465170881758782
6783	20457	chr11:94493978-94496600	ANKRD49	0.998171692977503	4.98185672714868e-08
6784	20459	chr11:94543839-94543840	FUT4	0.999795939189879	0
6785	20460	chr11:94567367-94617789	PIWIL4	0.999739685014462	0
6786	20470	chr11:95067196-95067197	SRSF8	0.997049298654255	0
6787	20471	chr11:95089845-95089846	ENDOD1	0.999948983496128	2.84487988722049e-11
6788	20478	chr11:95789964-95795542	CEP57	0.987308826723965	0
6789	20483	chr11:96390012-96390013	JRKL	0.999739685014462	2.15436378736555e-07
6790	20497	chr11:101915009-101915010	CEP126	0.9994631448585	3.16644488407292e-11
6791	20504	chr11:102317449-102317563	BIRC3	0.99216235997168	3.11139543018868e-08
6792	20505	chr11:102347213-102347374	BIRC2	0.990838259567364	0
6793	20522	chr11:103109409-103109562	DYNC2H1	0.999947942424286	0
6794	20539	chr11:106077661-106077662	AASDHPPT	0.998860645806415	3.33066907387547e-16
6795	20551	chr11:107928447-107928448	RAB39A	0.999948983496128	0
6796	20552	chr11:108008897-108008898	CUL5	0.981818915594902	0
6797	20554	chr11:108116694-108121572	ACAT1	0.995706111865377	1.67714730991975e-11
6798	20555	chr11:108121683-108121684	ACAT1	0.0886674789606135	0.353731161086924
6799	20558	chr11:108222831-108223529	ATM	0.839288567230576	0.0491092774596351
6800	20562	chr11:108665068-108665122	DDX10	0.994440118163489	0
6801	20569	chr11:110093391-110135854	ZC3H12C	1	1.64301905414277e-12
6802	20572	chr11:110429947-110429948	FDX1	0.998449317705337	2.33146835171283e-15
6803	20589	chr11:111602448-111602449	SIK2	0.987856763180105	0
6804	20594	chr11:111878934-111880776	C11orf1	0.999862571290494	0
6805	20601	chr11:112024813-112025440	DLAT	0.999380009683106	2.76688671974057e-10
6806	20605	chr11:112086823-112086899	SDHD	0.998860585003578	0
6807	20610	chr11:112226427-112228273	PTS	0.992867747590999	0
6808	20620	chr11:112961246-112961480	NCAM1	0.999831710035871	8.35346022221017e-06
6809	20624	chr11:113314528-113316241	TTC12	0.999430557366175	1.11022302462516e-16
6810	20626	chr11:113387778-113387779	ANKK1	0.999948983496128	0
6811	20637	chr11:114059710-114060507	ZBTB16	0.997475016883201	0
6812	20640	chr11:114356570-114356571	RBM7	0.44904467118625	0.000326974390965629
6813	20642	chr11:114400029-114400674	RBM7	0.997660657288424	1.11033404692762e-12
6814	20644	chr11:114439385-114440121	REXO2	0.99563717628562	0
6815	20673	chr11:117098427-117098437	PAFAH1B2	0.152979386236284	0.157990941293555
6816	20675	chr11:117144283-117144344	PAFAH1B2	0.996126726191069	1.06581410364015e-14
6817	20676	chr11:117178742-117192617	SIDT2	0.99838302803745	8.01581023779363e-14
6818	20677	chr11:117199369-117201873	TAGLN	0.999167556468978	1.61259894326804e-12
6819	20679	chr11:117232670-117234263	RNF214	0.995551457846901	1.73169256711958e-11
6820	20680	chr11:117290873-117292798	BACE1-AS	1	1.64301905414277e-12
6821	20683	chr11:117327853-117327854	CEP164	0.9955218827349	0
6822	20692	chr11:117986347-117986348	IL10RA	0.967764570000396	2.65695519141573e-07
6823	20700	chr11:118304544-118304899	CD3E	0.969528864727231	9.10382880192628e-15
6824	20702	chr11:118344343-118344344	CD3G	0.983616795345358	1.73355696464483e-09
6825	20703	chr11:118359584-118378501	UBE4A	0.992813333158663	3.48554518581068e-12
6826	20704	chr11:118401308-118401309	KMT2A	0.0507315498539431	0.24951288693287
6827	20705	chr11:118401605-118401632	KMT2A	0.230421305569653	0.0784089931252749
6828	20708	chr11:118436489-118436513	KMT2A	0.95147861326018	1.42890488330494e-09
6829	20710	chr11:118530568-118530695	ARCN1	0.0667481749637443	0.270414799885468
6830	20713	chr11:118572389-118572436	ARCN1	0.996339318344732	1.83175696832905e-12
6831	20714	chr11:118606439-118607643	PHLDB1	1	5.45634574744547e-07
6832	20721	chr11:118883891-118883892	CXCR5	0.999862571290494	0
6833	20724	chr11:118956297-118956298	UPK2	1	0
6834	20727	chr11:118998137-118998138	CCDC84	0.996474547018642	0
6835	20730	chr11:119018765-119018766	TRAPPC4	0.997872557785367	2.97147639827244e-09
6836	20735	chr11:119067691-119069533	VPS11	0.998818907186175	1.01030295240889e-14
6837	20737	chr11:119084880-119087995	HMBS	0.999948983496128	7.1009864655025e-13
6838	20740	chr11:119107382-119107484	C2CD2L	0.999789628692318	5.09159381323343e-12
6839	20741	chr11:119121579-119121616	HINFP	0.99957921310992	5.88836174708618e-07
6840	20743	chr11:119168333-119171356	NLRX1	0.999140893312203	0
6841	20746	chr11:119206275-119206300	CBL	0.968930001605973	0.0044987691852193
6842	20748	chr11:119334526-119334527	RNF26	0.999948983496128	1.3988810110277e-14
6843	20769	chr11:120211031-120211301	OAF	0.998589391713345	1.77238002052604e-10
6844	20773	chr11:120336412-120385294	ARHGEF12	0.999739706701166	0
6845	20776	chr11:121024071-121024121	TBCEL	0.999965644593308	2.37168260808218e-07
6846	20778	chr11:121292770-121292852	SC5D	0.997760355531002	6.60622441395198e-06
6847	20788	chr11:122655721-122655722	UBASH3B	0.973370187003427	0
6848	20790	chr11:122838499-122862303	CRTAM	0.999248345128249	9.86322135076989e-13
6849	20791	chr11:122851616-122851617	CRTAM	0.0842014942584423	0.159676398514147
6850	20792	chr11:122882527-122885758	CRTAM	0.139942894793845	0.0880124721679253
6851	20815	chr11:124115403-124115450	VWA5A	0.999948983496128	1.37667655053519e-14
6852	20829	chr11:124622863-124622864	TBRG1	0.970218782312725	8.8806527241192e-05
6853	20831	chr11:124673797-124673844	SPA17	0.999739685014462	1.27616776157691e-06
6854	20832	chr11:124739941-124740045	NRGN	0.9994631448585	4.72623096214875e-09
6855	20840	chr11:124865431-124877388	ROBO3	0.999862571290494	0
6856	20847	chr11:124954120-124954202	CCDC15	1	6.66561306150726e-09
6857	20848	chr11:125063066-125063336	SLC37A2	0.99975950861215	1.51951895510649e-10
6858	20857	chr11:125569457-125569489	EI24	0.997351464733028	2.45298196310806e-07
6859	20858	chr11:125592835-125592867	STT3A	0.998860645806415	1.89959159513364e-13
6860	20859	chr11:125625725-125626341	CHEK1	0.999220611872403	1.11022302462516e-16
6861	20866	chr11:125883613-125887782	HYLS1	0.999948983496128	6.58622056282088e-05
6862	20878	chr11:126211723-126211782	FAM118B	0.999167556468978	0
6863	20880	chr11:126269153-126269209	FOXRED1	0.998976832298039	0
6864	20883	chr11:126297125-126297126	FOXRED1	0.15145212741914	0.0464510972772961
6865	20881	chr11:126283086-126283118	TIRAP	0.99957921310992	2.45601117221383e-09
6866	20884	chr11:126304059-126327866	DCPS	0.998320838201353	1.24931071043832e-08
6867	20886	chr11:126355659-126406460	ST3GAL4	0.999433189387959	4.90735640346074e-07
6868	20902	chr11:128686534-128694092	FLI1	0.953594334838484	7.43850819051595e-07
6869	20905	chr11:128891355-128911184	KCNJ5	1	0
6870	20913	chr11:129815847-129850332	TMEM45B	1	0
6871	20917	chr11:130068146-130070568	APLP2	0.987544586370084	4.43556643192622e-07
6872	20918	chr11:130159781-130159782	ST14	0.999894819878752	6.30606677987089e-14
6873	20922	chr11:130448973-130448974	ADAMTS15	1	0
6874	20949	chr11:134069070-134069072	JAM3	0.999114999531804	0
6875	20952	chr11:134224670-134224677	VPS26B	0.996080944016472	0.00935184994223448
6876	20954	chr11:134253494-134253561	ACAD8	0.999862571290494	5.86498772658928e-07
6877	18906	chr11:138997-139612	LINC01001	0.999862571290494	6.01629857044372e-11
6878	18910	chr11:207220-207428	BET1L	0.998171692977503	3.21442872319722e-12
6879	18912	chr11:236341-236834	SIRT3	0.999511864377695	1.50557344369417e-12
6880	18916	chr11:289125-289559	IFITM3	0.0357224559784177	0.584787268346278
6881	18922	chr11:320859-327537	IFITM3	0.992636090997048	0.000271468364345884
6882	18930	chr11:409976-417397	SIGIRR	0.978396896064764	9.3321450123085e-08
6883	18931	chr11:442010-442011	ANO9	0.99933560670896	0
6884	18934	chr11:503569-507300	RNH1	0.975963044012676	3.47363082742191e-09
6885	18935	chr11:512512-512513	RNH1	0.0325570875167604	0.457142869365611
6886	18937	chr11:534374-535576	HRAS	0.999380009683106	2.01867287330515e-08
6887	18941	chr11:560737-560738	LMNTD2	1	0
6888	18944	chr11:615727-615970	IRF7	0.99459563445069	6.82136593310734e-06
6889	18950	chr11:695531-695532	DEAF1	0.9994631448585	1.40614588861609e-08
6890	18958	chr11:796262-798281	SLC25A22	0.999948983496128	4.44089209850063e-16
6891	18960	chr11:804468-805231	PIDD1	0.99957921310992	1.37949651701774e-10
6892	18966	chr11:842528-842529	POLR2L	0.991784695280864	0
6893	18969	chr11:904815-915058	CHID1	0.999948983496128	0
6894	18978	chr11:1302789-1309654	TOLLIP	0.998860645806415	0
6895	18984	chr11:1480894-1486779	MOB2	0.994179763045531	2.56664064446355e-07
6896	18985	chr11:1565935-1572271	DUSP8	1	1.64301905414277e-12
6897	18997	chr11:1750594-1750595	IFITM10	1	7.66904906246424e-09
6898	19000	chr11:1763895-1763948	CTSD	0.982496830969043	1.72126268793704e-09
6899	19020	chr11:2270951-2270952	ASCL2	0.999531470978045	1.88404847278889e-13
6900	19022	chr11:2302059-2302060	C11orf21	0.999380009683106	4.03788114056169e-12
6901	19027	chr11:2423041-2423045	TRPM5	1	1.64301905414277e-12
6902	19029	chr11:2699993-2699994	KCNQ1OT1	0.991086906415177	0
6903	19030	chr11:2861567-2861568	KCNQ1-AS1	1	1.64301905414277e-12
6904	19032	chr11:2885727-2885773	CDKN1C	0.999693299044023	8.19869587442845e-07
6905	19035	chr11:2929419-2929420	PHLDA2	0.999948983496128	6.78887934757455e-09
6906	19037	chr11:2992328-2992377	NAP1L4	0.938076379929506	1.94559560736662e-05
6907	19039	chr11:3057366-3057613	CARS	0.995516432346202	7.04103442217274e-12
6908	19041	chr11:3094878-3165352	OSBPL5	0.996183391380094	4.70912835104365e-06
6909	19048	chr11:3379115-3379222	ZNF195	0.998860645806415	0
6910	19056	chr11:3797457-3797792	NUP98	0.980521549451175	1.43725797929761e-09
6911	19058	chr11:3830650-3840959	RHOG	0.985732414461083	1.00976980077494e-06
6912	19071	chr11:4393701-4393702	TRIM21	0.9994631448585	2.99995805974618e-10
6913	19078	chr11:4608230-4608231	TRIM68	0.999948983496128	4.26666358466221e-07
6914	19146	chr11:6234615-6234711	FAM160A2	0.999380009683106	1.88048538407593e-07
6915	19153	chr11:6404663-6419414	APBB1	0.995636569492272	0
6916	19155	chr11:6458339-6474459	TRIM3	0.999862571290494	0
6917	19156	chr11:6481311-6481479	ARFIP2	0.999140893312203	0
6918	19159	chr11:6603578-6603616	RRP8	0.999140893312203	0
6919	19163	chr11:6612215-6612216	TAF10	0.974877903387972	0
6920	19165	chr11:6619352-6619448	TPP1	0.994670658210783	3.61939922477461e-10
6921	19169	chr11:6683339-6683340	MRPL17	0.998538010914117	3.23074900165921e-13
6922	19205	chr11:8168988-8169055	RIC3	0.997964499650185	0
6923	19209	chr11:8658835-8682658	TRIM66	0.995520775409228	0
6924	19213	chr11:8708080-8910951	ST5	1	1.64301905414277e-12
6925	19218	chr11:8964401-8965011	TMEM9B	0.998830847257162	0
6926	19220	chr11:9004000-9004049	NRIP3	1	0
6927	19225	chr11:9265086-9265350	TMEM41B	0.0316566021372362	0.495268253001567
6928	19226	chr11:9314566-9314633	TMEM41B	0.997089994281647	0
6929	19237	chr11:10149191-10149192	SBF2	0.205651768923377	0.0205158578725155
6930	19242	chr11:10509185-10509186	MTRNR2L8	0.957240977264151	2.15715667550853e-10
6931	19243	chr11:10541186-10541190	RNF141	0.999739685014462	8.90867471847745e-06
6932	19246	chr11:10652184-10693988	MRVI1	1	0
6933	19248	chr11:10807294-10808926	EIF4G2	0.953289093757375	5.58409807283056e-09
6934	19249	chr11:10809203-10809204	EIF4G2	0.178240590697389	0.0776381380362886
6935	19250	chr11:10858052-10858073	ZBED5	0.997158145105625	0.0578023200269847
6936	19280	chr11:13440278-13463297	BTBD10	0.994755351736595	2.87381229924222e-12
6937	19291	chr11:14295858-14364506	RRAS2	0.996389374628479	0
6938	19292	chr11:14499851-14499895	COPB1	0.96198986687821	2.80016421161378e-09
6939	19295	chr11:14891650-14892252	CYP2R1	0.999645766903515	0
6940	19306	chr11:16341268-16476388	SOX6	1	1.64301905414277e-12
6941	19308	chr11:17014411-17014414	PLEKHA7	0.999380009683106	3.24185123190546e-14
6942	19309	chr11:17077665-17077667	RPS13	0.818080048459363	0.00857066928083694
6943	19310	chr11:17169740-17169741	PIK3C2A	0.989377537406271	0
6944	19324	chr11:18012952-18013047	SERGEF	0.996349581052449	1.58726547461185e-08
6945	19325	chr11:18041324-18041325	TPH1	1	5.45634574744547e-07
6946	19326	chr11:18106081-18106087	SAAL1	0.9994631448585	0
6947	19334	chr11:18286913-18322198	HPS5	0.998227760106823	3.63042929052426e-14
6948	19341	chr11:18526941-18526951	TSG101	0.992518967721669	2.15009343662587e-10
6949	19342	chr11:18579517-18588746	UEVLD	0.998589391713345	2.45939935084039e-11
6950	19344	chr11:18634341-18634342	SPTY2D1	0.998806452770124	1.11022302462516e-16
6951	19347	chr11:18726179-18726180	IGSF22	1	0
6952	19356	chr11:19240944-19241620	E2F8	1	1.8152784808656e-06
6953	19384	chr11:22625840-22625841	FANCF	0.999862571290494	0
6954	19386	chr11:22829411-22829422	SVIP	0.345335080180721	0.00336609170030155
6955	19387	chr11:22829800-22829801	SVIP	0.997631355176314	0
6956	19404	chr11:27363214-27363234	CCDC34	0.999965644593308	0.000294522508673234
6957	19407	chr11:27506768-27506769	LIN7C	0.998171692977503	0
6958	19413	chr11:28108155-28108156	KIF18A	0.999248345128249	2.22044604925031e-16
6959	19430	chr11:30580495-30586281	MPPED2	1	1.64301905414277e-12
6960	19436	chr11:31509573-31509645	IMMP1L	0.999380100088734	3.40838468559923e-14
6961	19450	chr11:32794609-32794641	CCDC73	1	1.64301905414277e-12
6962	19456	chr11:33161479-33161531	CSTF3	0.993287550799173	0
6963	19462	chr11:33722709-33736491	CD59	0.997466242556215	3.41360273381497e-12
6964	19463	chr11:33753398-33774543	FBXO3	0.991556736794921	6.29051250422563e-07
6965	19469	chr11:33869815-33892076	LMO2	0.997314951102871	3.54716256367738e-13
6966	19474	chr11:34358009-34358010	ABTB2	0.999948983496128	0
6967	19481	chr11:34916378-34916379	APIP	0.994745720092307	2.93172153220667e-11
6968	19499	chr11:36289423-36289449	COMMD9	0.999248345128249	0
6969	19504	chr11:36510255-36510272	TRAF6	0.999380009683106	3.2732685451009e-09
6970	19549	chr11:44938334-44951306	TP53I11	0.999948983496128	0
6971	19575	chr11:45917828-45918812	PEX16	0.996850457186353	5.77711212201848e-11
6972	19577	chr11:46116577-46116578	PHF21A	0.186693575948557	0.0348506281821784
6973	19578	chr11:46121009-46121178	PHF21A	0.956473445392043	3.16975492964389e-07
6974	19588	chr11:46591363-46594045	AMBRA1	0.963561158778174	1.77776682264152e-11
6975	19589	chr11:46617226-46617227	HARBI1	0.999948983496128	4.44089209850063e-16
6976	19591	chr11:46700618-46700619	ARHGAP1	0.995793633477831	2.27862173574067e-12
6977	19594	chr11:46821256-46846308	CKAP5	0.993973023508815	1.79845027759029e-12
6978	19596	chr11:46918549-46918550	LRP4	0.999948983496128	7.03395786061378e-10
6979	19601	chr11:47176852-47177125	ARFGAP2	0.996456168147727	1.54148437347956e-08
6980	19606	chr11:47248627-47248906	ACP2	0.999895882138299	8.72953931363440e-11
6981	19609	chr11:47352701-47352702	MYBPC3	0.999948983496128	0
6982	19610	chr11:47378390-47378576	SPI1	0.995535089088576	2.40091926007047e-06
6983	19612	chr11:47409091-47409271	SPI1	0.501064320954304	0.0172432434204266
6984	19613	chr11:47426265-47426473	PSMC3	0.995633202382784	5.58961765761978e-11
6985	19615	chr11:47489013-47553117	CELF1	0.906237181752527	0.000113966531539944
6986	19619	chr11:47578767-47578970	KBTBD4	0.999948983496128	2.30359527164659e-06
6987	19623	chr11:47642558-47642559	MTCH2	0.997598866619219	0
6988	19624	chr11:47714649-47715369	AGBL2	1	5.45634574744547e-07
6989	19625	chr11:47767340-47767341	FNBP4	0.926057460263903	0
6990	19626	chr11:47848466-47848555	NUP160	0.991237786329722	9.79155645453034e-11
6991	19701	chr11:57335891-57335892	SSRP1	0.998582879325734	1.11022302462516e-16
6992	19704	chr11:57390635-57390650	PRG2	1	1.64301905414277e-12
6993	19705	chr11:57426751-57427580	SLC43A3	0.999248345128249	2.41029418646121e-12
6994	19708	chr11:57514884-57515702	SLC43A1	0.999739685014462	5.55111512312578e-16
6995	19709	chr11:57530733-57530803	TIMM10	0.999380009683106	5.99520433297585e-15
6996	19711	chr11:57567671-57568284	UBE2L6	0.986110937961896	1.78335124445539e-11
6997	19717	chr11:57712214-57712323	MED19	0.997485216387406	0
6998	19719	chr11:57741249-57741572	MED19	0.239598972960752	0.0129942161213087
6999	19720	chr11:57751375-57751781	BTBD18	0.999948983496128	0
7000	19738	chr11:58575860-58578220	LPXN	0.971386011999637	0
7001	19752	chr11:59212926-59212927	MPEG1	0.991779394699209	6.38021868670791e-09
7002	19764	chr11:59615773-59615774	OSBP	0.996061802231039	2.30926389122033e-14
7003	19765	chr11:59669036-59669037	PATL1	0.997699221157233	0
7004	19770	chr11:59810777-59810778	MRPL16	0.996994907676017	0
7005	19780	chr11:60160821-60160822	MS4A6A	0.197159399950717	0.0377555165616633
7006	19781	chr11:60183030-60184666	MS4A6A	0.995313221435232	1.43902425195908e-05
7007	19782	chr11:60230054-60243137	MS4A4E	0.999739685014462	6.02647931557954e-11
7008	19801	chr11:60906584-60906585	PRPF19	0.996763398351119	0
7009	19807	chr11:60952175-60952176	SLC15A3	0.998860645806415	0
7010	19811	chr11:61161425-61161426	VPS37C	0.998836943690735	0.00112690964290052
7011	19815	chr11:61273805-61295316	VWCE	1	0
7012	19817	chr11:61333365-61333366	DDB1	0.996842504554208	2.77711187379737e-12
7013	19818	chr11:61356800-61362299	CYB561A3	0.995655807462349	1.15909393194613e-10
7014	19821	chr11:61429234-61430031	CPSF7	0.996080944016472	4.60459448348161e-11
7015	19833	chr11:61792598-61792802	TMEM258	0.987120708168212	0
7016	19836	chr11:61804679-61817003	FADS1	0.999948983496128	4.44089209850063e-16
7017	19837	chr11:61891380-61892051	FADS3	1	0
7018	19840	chr11:61967165-61967634	FTH1	0.934333951713061	0.0613333330087169
7019	19855	chr11:62536106-62546806	AHNAK	0.971616118914001	0.000222324636131366
7020	19856	chr11:62537311-62537312	AHNAK	0.305968350060478	0.0332529843773078
7021	19858	chr11:62573890-62573891	EEF1G	0.841566894071169	0.0880474432895962
7022	19859	chr11:62591522-62591637	TUT1	0.999386474812538	1.77285865987642e-08
7023	19860	chr11:62599316-62601865	MTA2	0.998538010914117	9.86605460431278e-05
7024	19862	chr11:62611006-62612765	EML3	0.997441294786821	1.65869540325048e-10
7025	19864	chr11:62621983-62622154	B3GAT3	0.991596965855018	1.23456800338317e-13
7026	19865	chr11:62646605-62646726	GANAB	0.992407385380037	3.04434255582464e-12
7027	19866	chr11:62653301-62653302	INTS5	0.999380009683106	5.60546864480926e-08
7028	19868	chr11:62665311-62665312	INTS5	0.244038531781158	0.00318794950398738
7029	19867	chr11:62665190-62665217	C11orf98	0.999948983496128	0
7030	19870	chr11:62671539-62671769	LBHD1	1	0
7031	19871	chr11:62677982-62679117	UBXN1	0.984017874060522	2.39731567930335e-11
7032	19873	chr11:62706233-62709514	BSCL2	0.999645766903515	0
7033	19875	chr11:62727456-62727457	HNRNPUL2	0.995636569492272	8.70762240090528e-10
7034	19877	chr11:62754159-62754160	ZBTB3	0.999948983496128	4.85212189094142e-07
7035	19883	chr11:62791996-62792006	TMEM223	0.997648869945889	2.44360087719997e-13
7036	19887	chr11:62832233-62832234	TMEM223	0.110243314199451	0.308001476222465
7037	19884	chr11:62805439-62806302	NXF1	0.996994907676017	0
7038	19886	chr11:62832040-62832051	STX5	0.986106612128645	3.67372798848464e-13
7039	19889	chr11:62839580-62841809	WDR74	0.996763398351119	9.35607147312112e-12
7040	19890	chr11:62855836-62855906	SNHG1	0.989405833442967	0
7041	19907	chr11:63637676-63637677	ATL3	0.197065711682535	0.0452624006446516
7042	19908	chr11:63671375-63671909	ATL3	0.997332209326506	3.61583207819649e-10
7043	19921	chr11:64166112-64166113	MACROD1	0.999862580733819	0
7044	19924	chr11:64224665-64226254	TRPT1	0.999948983496128	1.55351035369122e-08
7045	19931	chr11:64245815-64246943	PPP1R14B	0.99877899832364	1.00663921642763e-12
7046	19936	chr11:64284368-64284669	BAD	0.999739685014462	0
7047	19940	chr11:64317486-64318084	TRMT112	0.959503525008885	9.13221143150622e-09
7048	19954	chr11:64742936-64745456	RASGRP2	0.946042669843945	1.12134238561268e-08
7049	19955	chr11:64759973-64759974	PYGM	0.999948983496128	0
7050	19956	chr11:64777759-64778786	SF1	0.927522768339534	0.0061627510028065
7051	19957	chr11:64778953-64778954	SF1	0.0948463360025551	0.201765832991184
7052	19958	chr11:64803213-64803241	MAP4K2	0.992120771372565	0.000129789590251228
7053	19959	chr11:64810131-64811294	MEN1	0.99957921310992	1.75648384725946e-12
7054	19960	chr11:64844652-64844653	CDC42BPG	1	0
7055	19961	chr11:64878620-64879713	EHD1	0.993526333325824	0
7056	19963	chr11:64917208-64917211	ATG2A	0.997484272744117	0
7057	19967	chr11:64990272-64996971	BATF2	0.999948983496128	0
7058	19971	chr11:65048432-65058553	NAALADL1	1	0
7059	19972	chr11:65084039-65084047	CDCA5	1	7.66904906246424e-09
7060	19979	chr11:65117700-65117701	ZNHIT2	0.998860645806415	0
7061	19980	chr11:65121820-65122177	FAU	0.765632291094788	0.0179961710175199
7062	19982	chr11:65134428-65134533	SYVN1	0.999948983496128	1.13314102545559e-09
7063	19985	chr11:65181833-65181834	SYVN1	0.703526470681448	7.22039941047914e-06
7064	19992	chr11:65367437-65367438	SLC25A45	0.129757885446877	0.105915495858529
